	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000105591	0	0	0	0	0	0	0
ENSMUSG00000105592	0	0	0	0	0	0	0
ENSMUSG00000105593	0	0	0	0	0	0	0
ENSMUSG00000105594	6	0	0	0	0	1	0
ENSMUSG00000105595	0	0	0	0	0	0	0
ENSMUSG00000105596	0	0	0	0	0	0	0
ENSMUSG00000105597	0	0	0	1	0	0	0
ENSMUSG00000105598	0	0	0	0	0	0	0
ENSMUSG00000105599	0	0	0	0	0	0	0
ENSMUSG00000105600	4	3	0	1	1	3	0
ENSMUSG00000105601	0	0	1	0	0	0	1
ENSMUSG00000105602	0	0	0	0	0	0	0
ENSMUSG00000105603	0	0	0	0	0	0	0
ENSMUSG00000105604	0	0	0	0	0	0	0
ENSMUSG00000105605	0	0	0	0	0	0	0
ENSMUSG00000105606	75	9	76	9	43	3	3
ENSMUSG00000105607	2	4	10	0	0	4	9
ENSMUSG00000105608	0	0	0	0	0	0	0
ENSMUSG00000105609	14	25	27	11	13	20	19
ENSMUSG00000105611	0	0	0	0	0	0	0
ENSMUSG00000105613	7	7	3	0	9	6	7
ENSMUSG00000105614	0	0	0	0	0	0	0
ENSMUSG00000105615	0	0	0	0	0	0	0
ENSMUSG00000105616	0	0	0	0	0	0	0
ENSMUSG00000105617	4	0	4	1	1	0	0
ENSMUSG00000105618	0	0	0	0	0	0	0
ENSMUSG00000105619	0	0	0	0	0	0	0
ENSMUSG00000105620	0	0	0	0	0	0	0
ENSMUSG00000105621	0	0	0	0	0	0	0
ENSMUSG00000105622	0	0	0	0	0	0	0
ENSMUSG00000105624	0	0	0	0	0	1	0
ENSMUSG00000105625	0	0	0	0	0	0	0
ENSMUSG00000105627	0	0	0	0	0	0	0
ENSMUSG00000105628	0	0	0	0	0	0	0
ENSMUSG00000105629	16	25	21	16	16	13	26
ENSMUSG00000105630	0	0	0	0	0	0	0
ENSMUSG00000105632	0	0	0	0	0	0	0
ENSMUSG00000105633	1	0	0	0	0	0	0
ENSMUSG00000105634	0	0	0	0	0	0	0
ENSMUSG00000105636	6	9	1	13	4	2	1
ENSMUSG00000105637	0	0	0	0	0	0	6
ENSMUSG00000105638	0	0	0	0	0	0	0
ENSMUSG00000105639	0	0	0	0	0	0	0
ENSMUSG00000105640	0	0	0	0	0	0	0
ENSMUSG00000105641	0	1	1	0	0	0	1
ENSMUSG00000105642	0	0	0	0	0	0	0
ENSMUSG00000105643	14	13	8	13	14	8	17
ENSMUSG00000105644	0	0	0	0	0	0	0
ENSMUSG00000105645	0	0	0	0	0	0	0
ENSMUSG00000105646	15	10	9	6	6	5	5
ENSMUSG00000105647	0	0	0	0	0	0	0
ENSMUSG00000105648	0	0	0	0	0	0	0
ENSMUSG00000105649	0	0	0	0	0	0	0
ENSMUSG00000105650	0	0	0	0	0	0	0
ENSMUSG00000105651	0	0	0	0	0	0	0
ENSMUSG00000105652	0	0	0	0	1	0	0
ENSMUSG00000105653	0	0	0	0	0	0	1
ENSMUSG00000105654	0	0	0	0	0	0	0
ENSMUSG00000105655	45	34	36	27	42	27	26
ENSMUSG00000105656	0	0	1	0	0	0	0
ENSMUSG00000105657	0	0	0	0	5	0	0
ENSMUSG00000105658	0	0	0	0	0	0	0
ENSMUSG00000105659	2	3	3	7	8	6	9
ENSMUSG00000105660	0	0	0	0	0	0	0
ENSMUSG00000105661	0	0	0	0	0	0	0
ENSMUSG00000105662	0	0	0	0	5	0	6
ENSMUSG00000105663	0	0	0	0	0	0	0
ENSMUSG00000105664	0	0	0	0	0	0	0
ENSMUSG00000105665	0	0	0	0	0	0	0
ENSMUSG00000105666	1	2	0	0	0	1	0
ENSMUSG00000105667	0	0	0	0	0	0	0
ENSMUSG00000105668	0	0	0	0	0	0	0
ENSMUSG00000105669	0	0	0	0	0	0	0
ENSMUSG00000105671	0	0	0	0	0	0	0
ENSMUSG00000105672	0	0	0	0	0	0	0
ENSMUSG00000105673	0	0	0	0	2	0	0
ENSMUSG00000105674	0	0	1	0	0	0	0
ENSMUSG00000105675	0	0	0	0	0	0	0
ENSMUSG00000105676	1	4	2	0	2	3	2
ENSMUSG00000105677	12	7	0	0	5	2	6
ENSMUSG00000105678	0	0	0	0	0	0	0
ENSMUSG00000105679	3	3	6	0	0	8	1
ENSMUSG00000105680	0	0	0	0	0	0	0
ENSMUSG00000105681	0	0	0	0	0	1	0
ENSMUSG00000105683	0	0	0	0	0	0	0
ENSMUSG00000105684	0	0	0	0	0	0	0
ENSMUSG00000105685	0	0	0	0	0	0	0
ENSMUSG00000105686	0	0	0	0	0	0	0
ENSMUSG00000105687	7	5	3	3	3	5	3
ENSMUSG00000105688	0	0	0	0	0	0	0
ENSMUSG00000105689	0	0	0	0	0	0	0
ENSMUSG00000105690	0	0	0	0	0	0	0
ENSMUSG00000105691	11	0	0	20	16	1	6
ENSMUSG00000105692	217	116	54	57	242	157	118
ENSMUSG00000105693	0	0	0	0	0	0	0
ENSMUSG00000105694	0	0	0	1	2	0	2
ENSMUSG00000105695	0	0	0	0	0	0	0
ENSMUSG00000105696	0	0	0	0	0	0	0
ENSMUSG00000105697	0	0	0	0	0	0	0
ENSMUSG00000105698	0	0	0	0	0	0	0
ENSMUSG00000105699	13	11	0	8	6	24	17
ENSMUSG00000105700	0	0	0	0	6	0	0
ENSMUSG00000105701	0	0	0	0	0	0	0
ENSMUSG00000105702	0	0	0	0	0	0	0
ENSMUSG00000105703	508	928	287	911	249	260	554
ENSMUSG00000105704	0	0	0	0	0	0	0
ENSMUSG00000105705	0	4	0	0	0	0	1
ENSMUSG00000105706	0	0	0	0	0	0	1
ENSMUSG00000105707	16	25	41	55	1	5	6
ENSMUSG00000105708	0	0	0	0	0	0	0
ENSMUSG00000105709	0	0	0	0	0	0	0
ENSMUSG00000105710	7	5	0	23	6	4	5
ENSMUSG00000105711	0	0	0	0	0	0	0
ENSMUSG00000105712	0	0	0	0	0	0	0
ENSMUSG00000105713	0	0	0	0	0	0	0
ENSMUSG00000105714	0	0	0	0	0	0	0
ENSMUSG00000105715	0	0	0	0	0	0	0
ENSMUSG00000105716	0	0	0	0	0	0	0
ENSMUSG00000105717	0	0	0	0	0	1	0
ENSMUSG00000105718	0	0	0	0	0	0	0
ENSMUSG00000105719	0	4	0	0	0	0	3
ENSMUSG00000105720	0	0	0	0	0	0	0
ENSMUSG00000105721	19	0	26	8	44	28	8
ENSMUSG00000105722	0	0	0	0	0	0	0
ENSMUSG00000105723	0	0	0	0	0	0	0
ENSMUSG00000105725	0	0	0	0	0	0	0
ENSMUSG00000105726	0	0	0	0	7	0	0
ENSMUSG00000105727	0	0	0	0	0	0	0
ENSMUSG00000105728	1	0	0	0	0	0	5
ENSMUSG00000105729	0	0	0	0	0	0	0
ENSMUSG00000105730	0	0	0	0	0	0	0
ENSMUSG00000105731	14	3	0	2	3	2	4
ENSMUSG00000105732	0	0	0	0	0	0	0
ENSMUSG00000105733	0	0	0	0	1	0	0
ENSMUSG00000105734	0	0	0	0	0	0	0
ENSMUSG00000105735	0	0	0	0	0	0	0
ENSMUSG00000105736	0	0	0	0	0	0	0
ENSMUSG00000105737	0	0	0	0	0	0	0
ENSMUSG00000105738	0	0	0	0	0	0	0
ENSMUSG00000105739	0	0	0	0	0	0	0
ENSMUSG00000105740	0	1	2	0	0	1	0
ENSMUSG00000105741	0	0	0	11	0	0	1
ENSMUSG00000105742	11	14	4	2	30	26	12
ENSMUSG00000105743	0	0	0	0	0	0	0
ENSMUSG00000105744	0	0	0	0	0	0	0
ENSMUSG00000105745	0	0	7	30	5	3	0
ENSMUSG00000105746	0	0	0	0	0	0	0
ENSMUSG00000105747	0	0	0	0	0	0	0
ENSMUSG00000105748	0	0	0	0	4	1	7
ENSMUSG00000105749	0	0	0	0	0	0	0
ENSMUSG00000105750	0	0	0	0	0	0	0
ENSMUSG00000105751	0	0	0	0	0	0	0
ENSMUSG00000105752	0	0	0	0	0	0	0
ENSMUSG00000105753	0	0	0	0	0	0	0
ENSMUSG00000105755	1	0	1	0	0	4	3
ENSMUSG00000105757	0	0	0	0	0	0	0
ENSMUSG00000105758	0	0	0	0	0	0	0
ENSMUSG00000105759	1	1	0	0	1	0	0
ENSMUSG00000105760	0	0	0	0	0	0	0
ENSMUSG00000105761	0	0	0	0	0	0	0
ENSMUSG00000105762	0	0	0	0	0	0	0
ENSMUSG00000105763	0	0	0	0	0	0	0
ENSMUSG00000105764	0	0	0	0	0	0	0
ENSMUSG00000105765	0	0	0	0	0	0	0
ENSMUSG00000105766	0	0	0	0	0	0	0
ENSMUSG00000105767	0	0	0	0	0	0	0
ENSMUSG00000105769	0	0	0	0	0	0	0
ENSMUSG00000105770	0	0	0	0	0	0	0
ENSMUSG00000105771	0	0	0	0	0	0	2
ENSMUSG00000105772	0	0	0	0	0	0	0
ENSMUSG00000105773	0	1	0	0	0	0	0
ENSMUSG00000105774	0	0	0	0	0	0	0
ENSMUSG00000105775	0	5	2	0	1	1	4
ENSMUSG00000105776	9	15	4	2	19	10	12
ENSMUSG00000105777	0	0	0	0	0	0	0
ENSMUSG00000105778	0	0	0	0	0	0	0
ENSMUSG00000105779	2	1	0	0	1	1	0
ENSMUSG00000105781	0	0	0	0	0	0	0
ENSMUSG00000105782	0	0	0	0	0	0	0
ENSMUSG00000105784	13	8	3	10	0	4	1
ENSMUSG00000105785	0	0	0	0	0	0	0
ENSMUSG00000105786	0	0	0	0	0	0	0
ENSMUSG00000105787	2	0	0	1	1	2	0
ENSMUSG00000105789	18	9	12	5	2	17	5
ENSMUSG00000105791	0	0	0	0	0	0	0
ENSMUSG00000105792	0	0	0	0	0	0	0
ENSMUSG00000105793	0	0	0	0	0	0	0
ENSMUSG00000105794	0	0	0	0	0	0	0
ENSMUSG00000105795	0	0	0	0	0	0	0
ENSMUSG00000105796	3	0	0	0	0	0	0
ENSMUSG00000105797	0	0	0	0	0	0	0
ENSMUSG00000105798	2	0	0	0	0	0	2
ENSMUSG00000105799	0	0	0	0	0	0	0
ENSMUSG00000105800	0	0	0	0	0	0	0
ENSMUSG00000105801	1	1	13	10	0	1	1
ENSMUSG00000105802	0	0	0	0	0	1	0
ENSMUSG00000105803	0	0	0	0	0	0	0
ENSMUSG00000105804	12	10	26	30	0	3	2
ENSMUSG00000105806	0	0	0	0	0	0	0
ENSMUSG00000105807	0	0	0	0	0	0	0
ENSMUSG00000105808	0	0	1	0	0	0	0
ENSMUSG00000105809	0	0	0	0	0	0	0
ENSMUSG00000105810	5	0	15	4	10	8	8
ENSMUSG00000105811	0	0	0	0	0	0	0
ENSMUSG00000105813	6	5	6	2	6	13	6
ENSMUSG00000105814	5	1	5	2	3	1	2
ENSMUSG00000105815	0	0	0	0	0	0	0
ENSMUSG00000105816	0	0	0	0	0	0	0
ENSMUSG00000105817	0	0	0	0	0	0	0
ENSMUSG00000105818	0	0	0	0	0	1	0
ENSMUSG00000105819	0	0	0	0	0	0	0
ENSMUSG00000105820	0	4	0	0	0	0	0
ENSMUSG00000105822	0	0	0	0	0	0	0
ENSMUSG00000105823	0	0	0	0	0	0	0
ENSMUSG00000105824	2	0	9	0	0	2	4
ENSMUSG00000105826	41	56	18	19	21	24	41
ENSMUSG00000105827	3	2	14	4	4	9	19
ENSMUSG00000105828	0	0	0	0	0	0	0
ENSMUSG00000105829	0	0	0	0	0	0	0
ENSMUSG00000105830	0	0	0	0	0	0	0
ENSMUSG00000105831	0	0	0	0	0	0	0
ENSMUSG00000105832	0	0	0	0	0	0	0
ENSMUSG00000105833	0	0	0	1	1	1	0
ENSMUSG00000105834	0	0	0	0	0	0	1
ENSMUSG00000105835	0	0	0	0	0	0	0
ENSMUSG00000105836	0	0	0	0	0	0	2
ENSMUSG00000105837	0	0	0	0	0	0	0
ENSMUSG00000105838	0	0	0	0	0	0	1
ENSMUSG00000105840	0	0	0	0	0	0	0
ENSMUSG00000105841	0	0	0	0	0	0	0
ENSMUSG00000105842	0	18	0	0	13	0	16
ENSMUSG00000105843	0	0	0	0	0	0	0
ENSMUSG00000105845	0	0	0	0	0	0	0
ENSMUSG00000105846	0	0	0	0	0	0	0
ENSMUSG00000105847	0	0	0	0	0	0	0
ENSMUSG00000105848	4	0	9	0	0	1	0
ENSMUSG00000105849	0	0	0	0	0	0	0
ENSMUSG00000105850	0	0	0	0	0	0	0
ENSMUSG00000105851	4	11	0	0	1	8	7
ENSMUSG00000105852	90	168	7	26	74	157	161
ENSMUSG00000105853	0	0	0	0	0	0	0
ENSMUSG00000105854	4	4	1	3	2	2	5
ENSMUSG00000105855	0	0	0	0	0	0	0
ENSMUSG00000105856	0	0	0	0	0	0	0
ENSMUSG00000105857	0	0	0	0	0	0	0
ENSMUSG00000105858	0	3	9	5	5	1	2
ENSMUSG00000105859	0	0	0	0	0	0	0
ENSMUSG00000105860	0	0	0	0	0	0	0
ENSMUSG00000105861	0	0	0	0	0	0	0
ENSMUSG00000105862	0	0	0	0	0	0	0
ENSMUSG00000105864	0	0	0	0	0	0	0
ENSMUSG00000105865	0	0	0	0	0	0	1
ENSMUSG00000105866	12	9	9	3	3	3	2
ENSMUSG00000105867	0	0	0	0	0	0	1
ENSMUSG00000105868	13	0	7	0	3	5	8
ENSMUSG00000105869	0	0	0	0	0	0	0
ENSMUSG00000105870	0	0	2	1	0	0	0
ENSMUSG00000105871	0	0	1	0	0	0	0
ENSMUSG00000105872	0	0	0	0	0	0	0
ENSMUSG00000105873	0	0	0	0	0	0	0
ENSMUSG00000105875	3	3	0	1	0	0	8
ENSMUSG00000105876	0	0	0	0	0	0	0
ENSMUSG00000105877	0	0	0	0	0	0	0
ENSMUSG00000105879	188	146	203	150	154	90	138
ENSMUSG00000105880	0	0	0	0	0	0	0
ENSMUSG00000105881	3	0	3	0	0	0	2
ENSMUSG00000105882	0	0	0	0	0	0	0
ENSMUSG00000105883	0	0	0	0	0	0	0
ENSMUSG00000105885	0	0	0	0	0	0	0
ENSMUSG00000105886	0	0	0	0	0	0	0
ENSMUSG00000105887	0	0	2	0	0	0	0
ENSMUSG00000105888	0	0	0	0	0	0	0
ENSMUSG00000105889	0	0	0	0	0	0	0
ENSMUSG00000105890	0	0	0	0	0	0	1
ENSMUSG00000105891	0	0	0	0	0	0	0
ENSMUSG00000105892	18	19	12	10	14	12	20
ENSMUSG00000105893	6	0	2	7	0	0	3
ENSMUSG00000105894	0	0	0	0	0	0	1
ENSMUSG00000105895	38	38	6	33	14	39	41
ENSMUSG00000105896	0	0	0	0	0	1	1
ENSMUSG00000105897	0	0	0	0	0	0	0
ENSMUSG00000105898	0	0	0	0	0	0	0
ENSMUSG00000105900	0	0	0	0	0	0	0
ENSMUSG00000105901	0	0	0	0	0	0	0
ENSMUSG00000105903	0	0	0	0	0	0	0
ENSMUSG00000105904	0	0	0	0	0	0	0
ENSMUSG00000105905	0	0	0	0	0	1	0
ENSMUSG00000105906	234	243	518	466	88	47	54
ENSMUSG00000105907	0	0	0	0	0	0	0
ENSMUSG00000105908	0	0	0	0	0	0	0
ENSMUSG00000105909	0	0	0	0	0	0	0
ENSMUSG00000105910	0	0	0	0	0	0	0
ENSMUSG00000105912	0	0	0	0	0	0	5
ENSMUSG00000105913	0	0	0	0	0	0	0
ENSMUSG00000105914	0	0	0	1	0	0	0
ENSMUSG00000105915	0	0	0	0	0	0	0
ENSMUSG00000105916	0	0	0	0	0	0	0
ENSMUSG00000105917	0	0	0	0	0	0	0
ENSMUSG00000105919	0	0	0	0	0	0	0
ENSMUSG00000105920	0	0	0	0	0	0	0
ENSMUSG00000105921	0	0	0	0	0	0	0
ENSMUSG00000105922	0	0	0	0	0	0	0
ENSMUSG00000105923	0	0	0	0	0	0	0
ENSMUSG00000105925	0	0	0	0	3	0	0
ENSMUSG00000105926	0	0	0	0	0	0	0
ENSMUSG00000105928	1	0	0	1	3	3	6
ENSMUSG00000105929	0	2	1	0	6	0	0
ENSMUSG00000105930	0	0	0	0	0	0	0
ENSMUSG00000105931	0	0	0	0	0	0	0
ENSMUSG00000105932	0	0	0	0	0	0	0
ENSMUSG00000105933	0	0	4	0	0	0	0
ENSMUSG00000105934	0	0	0	0	0	0	0
ENSMUSG00000105935	0	0	4	1	6	0	6
ENSMUSG00000105936	17	6	0	0	8	4	12
ENSMUSG00000105937	0	0	0	0	0	0	0
ENSMUSG00000105938	0	0	0	0	0	0	0
ENSMUSG00000105939	0	0	0	0	0	0	0
ENSMUSG00000105940	0	0	0	0	3	0	0
ENSMUSG00000105941	40	33	92	56	35	52	44
ENSMUSG00000105942	0	0	0	0	0	0	0
ENSMUSG00000105943	0	0	0	0	1	0	0
ENSMUSG00000105944	42	45	43	31	16	23	18
ENSMUSG00000105945	0	0	0	0	0	0	1
ENSMUSG00000105946	0	0	0	0	0	0	0
ENSMUSG00000105947	0	0	0	0	0	0	0
ENSMUSG00000105948	0	0	0	0	0	0	0
ENSMUSG00000105949	0	0	0	0	0	0	0
ENSMUSG00000105950	1	2	0	2	2	2	1
ENSMUSG00000105952	0	0	0	0	0	0	0
ENSMUSG00000105953	4	7	6	3	2	5	7
ENSMUSG00000105954	0	0	0	0	0	0	0
ENSMUSG00000105955	0	1	0	1	2	1	0
ENSMUSG00000105956	0	0	0	1	0	0	0
ENSMUSG00000105957	3	11	2	20	33	28	20
ENSMUSG00000105958	0	0	0	0	0	0	0
ENSMUSG00000105959	0	0	0	0	0	0	0
ENSMUSG00000105960	0	0	0	0	0	0	0
ENSMUSG00000105961	0	0	0	0	0	0	0
ENSMUSG00000105962	0	1	0	0	0	1	0
ENSMUSG00000105963	0	1	1	1	2	0	1
ENSMUSG00000105964	0	0	0	0	0	0	0
ENSMUSG00000105965	0	0	0	0	0	0	0
ENSMUSG00000105966	0	0	0	0	0	0	0
ENSMUSG00000105968	0	0	0	0	0	0	0
ENSMUSG00000105969	0	0	0	0	0	0	0
ENSMUSG00000105970	1	0	4	0	0	0	0
ENSMUSG00000105971	0	0	0	0	0	0	0
ENSMUSG00000105972	0	0	0	0	0	0	0
ENSMUSG00000105973	0	0	0	0	0	0	6
ENSMUSG00000105974	0	0	0	0	0	0	2
ENSMUSG00000105975	0	0	0	0	0	0	0
ENSMUSG00000105976	0	0	0	0	0	2	0
ENSMUSG00000105977	2	1	1	1	1	2	3
ENSMUSG00000105978	0	0	0	0	0	0	0
ENSMUSG00000105979	3	0	0	0	4	2	0
ENSMUSG00000105980	0	0	0	0	0	0	0
ENSMUSG00000105981	0	0	4	4	3	5	1
ENSMUSG00000105982	0	0	0	0	0	0	0
ENSMUSG00000105983	0	0	0	0	0	0	0
ENSMUSG00000105985	0	5	14	0	19	0	0
ENSMUSG00000105986	33	29	33	37	34	21	42
ENSMUSG00000105987	3069	3738	3289	2765	1604	1663	1533
ENSMUSG00000105989	0	0	0	0	0	0	0
ENSMUSG00000105990	0	0	0	0	0	0	0
ENSMUSG00000105991	0	0	0	0	0	0	0
ENSMUSG00000105992	0	0	0	0	0	0	0
ENSMUSG00000105993	0	0	0	0	0	0	0
ENSMUSG00000105994	0	0	0	0	0	0	0
ENSMUSG00000105995	0	0	0	0	0	0	0
ENSMUSG00000105996	0	0	0	0	0	0	0
ENSMUSG00000105999	0	0	0	0	0	0	0
ENSMUSG00000106000	0	0	0	0	0	0	0
ENSMUSG00000106001	0	0	0	0	0	0	0
ENSMUSG00000106002	0	0	0	0	0	0	0
ENSMUSG00000106003	0	0	0	0	0	0	0
ENSMUSG00000106004	0	0	0	0	0	0	0
ENSMUSG00000106005	0	0	0	0	0	0	1
ENSMUSG00000106006	0	0	0	0	0	0	0
ENSMUSG00000106008	0	0	0	0	0	0	0
ENSMUSG00000106009	0	0	0	0	0	0	0
ENSMUSG00000106010	0	0	0	0	0	0	0
ENSMUSG00000106011	0	0	0	0	0	0	0
ENSMUSG00000106012	0	0	0	0	0	0	0
ENSMUSG00000106013	0	0	0	0	0	0	0
ENSMUSG00000106015	0	0	0	0	0	0	0
ENSMUSG00000106016	3	0	0	0	0	0	0
ENSMUSG00000106018	0	0	0	0	0	0	0
ENSMUSG00000106019	37	83	33	55	17	55	65
ENSMUSG00000106020	0	0	0	1	0	0	0
ENSMUSG00000106022	6	7	15	0	4	3	15
ENSMUSG00000106023	0	0	0	0	0	0	0
ENSMUSG00000106024	0	0	0	0	0	1	2
ENSMUSG00000106025	7	6	0	13	8	4	10
ENSMUSG00000106026	0	0	0	0	0	0	0
ENSMUSG00000106028	0	0	0	0	0	0	0
ENSMUSG00000106029	0	0	0	0	0	0	0
ENSMUSG00000106030	0	0	0	7	0	0	2
ENSMUSG00000106031	0	0	0	0	0	0	0
ENSMUSG00000106032	0	0	0	0	0	0	0
ENSMUSG00000106033	0	0	0	0	0	0	0
ENSMUSG00000106034	0	0	0	0	0	0	0
ENSMUSG00000106035	5	2	9	7	1	15	14
ENSMUSG00000106036	0	0	0	0	0	0	0
ENSMUSG00000106037	318	189	316	173	214	162	183
ENSMUSG00000106038	0	0	0	0	0	0	0
ENSMUSG00000106039	0	0	0	0	2	0	0
ENSMUSG00000106040	0	0	0	0	0	0	0
ENSMUSG00000106041	0	0	0	0	0	0	0
ENSMUSG00000106042	0	0	0	0	0	0	0
ENSMUSG00000106043	0	0	0	0	0	0	0
ENSMUSG00000106044	1	2	1	2	3	0	4
ENSMUSG00000106045	0	0	0	0	0	0	0
ENSMUSG00000106047	0	0	0	0	0	0	0
ENSMUSG00000106048	0	0	0	0	0	0	0
ENSMUSG00000106049	0	0	0	0	0	0	0
ENSMUSG00000106050	0	0	0	0	0	0	0
ENSMUSG00000106051	0	0	0	0	0	0	0
ENSMUSG00000106052	0	0	0	0	0	0	0
ENSMUSG00000106053	0	0	0	0	0	0	0
ENSMUSG00000106054	0	0	0	0	0	0	0
ENSMUSG00000106056	0	0	0	0	0	0	0
ENSMUSG00000106057	0	0	0	0	0	0	0
ENSMUSG00000106058	0	0	0	0	0	0	0
ENSMUSG00000106059	0	1	0	0	0	0	0
ENSMUSG00000106060	0	0	0	0	0	0	0
ENSMUSG00000106061	0	0	0	0	0	0	0
ENSMUSG00000106062	6	0	0	2	21	5	0
ENSMUSG00000106063	0	0	0	0	0	0	0
ENSMUSG00000106064	0	0	0	0	0	0	0
ENSMUSG00000106065	0	0	0	0	0	0	0
ENSMUSG00000106066	0	0	0	0	0	0	0
ENSMUSG00000106067	3	1	2	1	4	5	1
ENSMUSG00000106068	0	0	0	0	0	0	0
ENSMUSG00000106069	0	0	0	0	0	0	0
ENSMUSG00000106070	0	0	0	0	0	0	0
ENSMUSG00000106071	0	0	0	0	0	0	0
ENSMUSG00000106072	0	0	0	0	0	0	0
ENSMUSG00000106073	0	0	0	0	0	0	0
ENSMUSG00000106074	0	0	0	0	0	0	0
ENSMUSG00000106075	0	0	0	0	0	0	0
ENSMUSG00000106076	1	0	0	0	0	0	0
ENSMUSG00000106077	0	0	0	0	0	0	0
ENSMUSG00000106078	0	0	0	0	0	0	0
ENSMUSG00000106079	0	0	0	0	0	0	0
ENSMUSG00000106080	0	0	0	0	0	0	0
ENSMUSG00000106082	0	0	0	0	0	0	0
ENSMUSG00000106083	0	0	0	0	0	0	0
ENSMUSG00000106084	0	0	0	0	0	0	0
ENSMUSG00000106085	0	0	0	0	0	0	0
ENSMUSG00000106086	324	293	283	376	359	426	444
ENSMUSG00000106087	0	3	0	0	0	4	0
ENSMUSG00000106089	0	0	0	0	0	0	0
ENSMUSG00000106090	0	0	0	0	0	0	0
ENSMUSG00000106092	0	0	0	0	0	0	0
ENSMUSG00000106093	21	15	22	45	35	27	31
ENSMUSG00000106094	0	0	0	0	0	0	0
ENSMUSG00000106095	0	0	0	0	0	0	0
ENSMUSG00000106096	1	1	1	0	0	0	0
ENSMUSG00000106097	0	0	0	0	0	0	0
ENSMUSG00000106098	0	0	0	0	0	0	0
ENSMUSG00000106099	0	4	0	0	0	7	0
ENSMUSG00000106100	0	0	0	0	0	0	0
ENSMUSG00000106101	0	0	0	0	0	0	0
ENSMUSG00000106102	0	1	1	0	1	0	0
ENSMUSG00000106103	7	4	7	6	3	2	0
ENSMUSG00000106104	0	0	0	0	0	0	0
ENSMUSG00000106105	1	0	0	2	3	1	1
ENSMUSG00000106107	0	0	0	0	0	0	0
ENSMUSG00000106108	0	0	0	0	2	5	4
ENSMUSG00000106109	0	0	0	0	0	0	0
ENSMUSG00000106110	0	17	0	0	0	0	0
ENSMUSG00000106111	0	0	0	0	0	0	0
ENSMUSG00000106112	0	0	0	0	0	0	0
ENSMUSG00000106113	0	0	0	0	0	0	0
ENSMUSG00000106114	0	0	0	0	0	0	0
ENSMUSG00000106115	11	24	10	3	8	17	20
ENSMUSG00000106116	0	0	0	0	0	0	0
ENSMUSG00000106117	0	0	0	0	0	0	0
ENSMUSG00000106118	0	0	0	0	0	0	0
ENSMUSG00000106119	0	0	0	0	0	0	0
ENSMUSG00000106120	0	0	0	0	0	0	0
ENSMUSG00000106121	0	0	0	0	0	0	0
ENSMUSG00000106122	0	0	0	0	0	0	0
ENSMUSG00000106123	0	0	1	0	0	0	0
ENSMUSG00000106124	0	0	0	0	0	0	0
ENSMUSG00000106125	0	3	0	2	11	7	1
ENSMUSG00000106126	0	0	0	0	0	0	0
ENSMUSG00000106127	0	0	0	0	0	0	0
ENSMUSG00000106128	0	0	0	0	0	0	0
ENSMUSG00000106129	0	0	0	0	0	0	0
ENSMUSG00000106131	0	0	0	0	0	0	0
ENSMUSG00000106132	0	0	0	0	0	0	0
ENSMUSG00000106133	39	25	39	24	49	30	37
ENSMUSG00000106134	0	0	0	0	0	0	0
ENSMUSG00000106135	6	15	3	7	10	3	7
ENSMUSG00000106136	0	0	0	0	0	0	2
ENSMUSG00000106137	0	0	0	0	0	0	0
ENSMUSG00000106139	0	0	0	0	0	0	0
ENSMUSG00000106140	0	0	0	0	0	0	0
ENSMUSG00000106141	0	0	0	0	0	0	0
ENSMUSG00000106142	0	0	0	0	0	0	0
ENSMUSG00000106143	0	0	0	0	0	0	0
ENSMUSG00000106144	0	0	0	0	0	0	0
ENSMUSG00000106145	0	0	0	0	0	0	0
ENSMUSG00000106146	0	0	0	0	0	0	0
ENSMUSG00000106147	8	3	6	7	15	4	17
ENSMUSG00000106148	0	0	0	0	0	0	0
ENSMUSG00000106149	10	8	0	11	30	16	16
ENSMUSG00000106150	0	0	0	0	0	0	0
ENSMUSG00000106153	4	12	1	0	0	9	5
ENSMUSG00000106154	0	0	0	0	0	0	0
ENSMUSG00000106155	0	0	0	0	0	0	0
ENSMUSG00000106156	0	0	0	0	0	0	0
ENSMUSG00000106157	0	0	0	0	0	0	3
ENSMUSG00000106158	0	0	0	0	0	0	0
ENSMUSG00000106159	0	0	0	0	0	0	0
ENSMUSG00000106160	0	0	0	0	0	0	0
ENSMUSG00000106161	0	0	0	0	0	0	0
ENSMUSG00000106162	0	0	0	0	0	0	0
ENSMUSG00000106164	0	0	0	0	0	0	0
ENSMUSG00000106165	0	0	0	0	1	0	1
ENSMUSG00000106166	0	0	0	7	3	2	0
ENSMUSG00000106168	0	0	0	0	0	0	0
ENSMUSG00000106169	0	0	0	0	0	0	0
ENSMUSG00000106170	1	0	0	0	0	0	0
ENSMUSG00000106172	0	0	0	0	0	0	0
ENSMUSG00000106173	0	0	0	0	0	0	0
ENSMUSG00000106174	0	0	0	0	0	0	0
ENSMUSG00000106176	0	0	0	0	0	0	0
ENSMUSG00000106177	0	0	0	0	0	0	0
ENSMUSG00000106178	0	0	0	0	3	2	1
ENSMUSG00000106180	0	0	0	0	0	0	0
ENSMUSG00000106181	3	7	10	9	13	9	10
ENSMUSG00000106182	0	0	0	1	0	0	0
ENSMUSG00000106183	0	0	0	0	0	0	0
ENSMUSG00000106184	0	0	0	0	0	0	0
